0.00,-5.03,3.46,6.58,0.10,-0.02,-0.02,32.46,0
0.05,-5.03,3.50,6.60,0.09,-0.02,-0.02,32.48,0
0.10,-5.05,3.49,6.55,0.08,-0.02,-0.02,32.48,0
0.15,-5.07,3.49,6.59,0.09,-0.02,-0.02,32.47,0
0.20,-5.03,3.48,6.57,0.10,-0.02,-0.01,32.50,0
0.25,-5.05,3.49,6.58,0.10,-0.02,-0.02,32.50,0
0.30,-5.04,3.46,6.58,0.10,-0.02,-0.02,32.52,0
0.35,-5.01,3.46,6.58,0.10,-0.02,-0.02,32.53,0
0.40,-5.02,3.54,6.55,0.09,-0.02,-0.02,32.54,0
0.45,-5.04,3.48,6.57,0.08,-0.02,-0.03,32.55,0
0.50,-5.03,3.50,6.56,0.08,-0.02,-0.02,32.54,0
0.55,-5.02,3.47,6.58,0.09,-0.02,-0.02,32.56,0
0.60,-5.01,3.46,6.60,0.09,-0.02,-0.02,32.58,0
0.65,-5.07,3.55,6.53,0.10,-0.02,-0.02,32.57,0
0.70,-5.03,3.51,6.57,0.09,-0.02,-0.02,32.58,0
0.75,-5.03,3.48,6.56,0.08,-0.02,-0.02,32.57,0
0.80,-5.03,3.51,6.56,0.09,-0.02,-0.02,32.59,0
0.85,-5.02,3.47,6.59,0.10,-0.02,-0.02,32.60,0
0.90,-5.02,3.49,6.59,0.09,-0.02,-0.02,32.61,0
0.95,-5.02,3.48,6.59,0.09,-0.02,-0.02,32.62,0
1.00,-5.05,3.48,6.58,0.09,-0.02,-0.02,32.62,0
1.05,-5.04,3.48,6.58,0.09,-0.02,-0.02,32.63,0
1.10,-5.04,3.44,6.58,0.09,-0.02,-0.02,32.64,0
1.15,-5.04,3.50,6.59,0.09,-0.02,-0.02,32.65,0
1.20,-5.05,3.54,6.59,0.10,-0.02,-0.02,32.65,0
1.25,-5.04,3.50,6.57,0.09,-0.02,-0.02,32.65,0
1.30,-5.05,3.47,6.56,0.09,-0.02,-0.02,32.65,0
