0.00,-3.81,7.02,4.53,0.06,-0.01,-0.02,31.15,0
0.10,-3.77,7.01,4.54,0.07,-0.04,-0.03,31.17,0
0.20,-3.78,6.97,4.62,0.11,-0.04,-0.02,31.17,0
0.30,-3.80,7.02,4.58,0.15,-0.02,0.02,31.17,0
0.40,-3.71,7.11,4.49,0.23,0.01,0.04,31.18,4
0.50,-3.69,7.21,4.34,0.08,-0.02,-0.02,31.19,8
0.60,-3.71,7.20,4.35,0.12,0.00,-0.00,31.19,1
0.70,-3.69,7.23,4.33,0.15,-0.00,0.01,31.23,0
0.80,-3.70,7.29,4.28,0.15,-0.01,0.02,31.21,0
0.90,-3.68,7.32,4.24,0.08,-0.01,-0.03,31.23,0
1.00,-3.71,7.23,4.32,0.08,0.02,-0.02,31.22,0
1.10,-3.71,7.24,4.27,0.10,-0.02,-0.02,31.24,0
1.20,-3.71,7.22,4.26,0.05,-0.04,-0.04,31.23,0
1.30,-3.74,7.27,4.30,0.10,-0.02,0.01,31.27,0
1.40,-3.70,7.11,4.42,-0.02,-0.02,-0.06,31.24,0
1.50,-3.73,7.13,4.37,0.04,-0.01,-0.03,31.28,0
1.60,-3.74,7.16,4.41,0.05,-0.02,-0.03,31.29,0
1.70,-3.67,7.00,4.52,-0.02,-0.10,-0.11,31.28,0
1.80,-3.74,7.00,4.58,0.11,-0.04,-0.05,31.30,0
1.90,-3.82,6.88,4.75,0.11,-0.04,-0.01,31.31,0
2.00,-3.80,7.06,4.58,0.24,-0.00,0.02,31.29,0
2.10,-3.74,6.87,4.71,-0.02,0.00,-0.01,31.32,0
2.20,-3.81,7.02,4.56,0.08,-0.01,-0.03,31.32,0
2.30,-3.79,7.05,4.49,0.05,0.00,-0.01,31.32,0
2.40,-3.80,6.96,4.62,0.09,0.01,0.00,31.34,1
2.50,-3.82,6.99,4.61,0.11,-0.02,-0.02,31.32,2
2.60,-3.78,6.98,4.58,0.12,-0.04,-0.02,31.32,3
2.70,-3.80,6.97,4.61,0.08,-0.03,-0.04,31.33,2
2.80,-3.83,6.95,4.64,0.07,-0.05,-0.05,31.33,0
2.90,-3.82,6.97,4.59,0.07,-0.04,-0.03,31.34,0
3.00,-3.81,6.96,4.62,0.10,-0.01,-0.01,31.34,0
3.10,-3.76,6.94,4.65,0.11,-0.02,-0.01,31.34,0
3.20,-3.80,6.95,4.64,0.09,-0.01,-0.02,31.35,0
3.30,-3.81,6.96,4.66,0.06,-0.03,-0.02,31.37,0
3.40,-3.79,6.91,4.72,0.07,-0.02,-0.03,31.37,0
3.50,-3.79,6.91,4.68,0.05,-0.02,-0.04,31.38,0
3.60,-3.82,6.88,4.72,0.07,-0.02,-0.03,31.40,0
3.70,-3.81,6.83,4.79,0.07,-0.03,-0.02,31.38,0
3.80,-3.77,6.86,4.76,0.10,-0.01,-0.02,31.37,0
3.90,-3.81,6.87,4.77,0.08,-0.02,-0.03,31.40,0
4.00,-3.81,6.83,4.76,0.09,-0.02,-0.02,31.38,0
4.10,-3.83,6.86,4.76,0.09,-0.00,-0.02,31.40,0
4.20,-3.87,6.90,4.70,0.07,-0.02,-0.03,31.40,0
4.30,-3.83,6.78,4.81,0.03,-0.01,-0.00,31.41,0
4.40,-3.86,6.86,4.79,0.15,-0.05,0.02,31.42,0
4.50,-3.72,6.76,4.89,0.21,-0.08,-0.01,31.40,0
4.60,-3.72,6.68,4.89,0.07,-0.04,-0.05,31.43,0
4.70,-3.75,6.90,4.55,0.29,-0.12,-0.02,31.40,0
4.80,-3.75,6.64,4.97,0.07,-0.02,-0.04,31.40,0
4.90,-3.51,7.13,4.27,0.01,-0.05,-0.07,31.43,0
5.00,-3.76,6.61,4.87,0.08,-0.08,0.03,31.44,0
5.10,-3.68,5.72,5.43,0.00,0.03,-0.01,31.44,0
