0.00,0.52,-9.44,2.05,0.10,-0.01,-0.02,30.74,0
0.10,0.51,-9.46,2.10,0.09,-0.02,-0.02,30.76,0
0.20,0.53,-9.47,2.05,0.08,-0.03,-0.02,30.77,0
0.30,0.53,-9.46,2.04,0.10,-0.02,-0.02,30.78,0
0.40,0.51,-9.45,2.13,0.09,-0.01,-0.02,30.82,0
0.50,0.53,-9.47,2.02,0.06,-0.05,-0.02,30.82,0
0.60,0.55,-9.47,2.04,0.09,-0.02,-0.02,30.84,0
0.70,0.53,-9.47,2.07,0.11,0.00,-0.02,30.86,0
0.80,0.54,-9.46,2.07,0.10,0.00,-0.02,30.87,0
0.90,0.54,-9.46,2.11,0.11,-0.02,-0.02,30.88,0
1.00,0.52,-9.45,2.12,0.09,-0.00,-0.01,30.90,0
1.10,0.42,-9.37,2.17,0.16,0.00,-0.02,30.92,0
1.20,0.51,-9.44,2.18,0.06,-0.06,-0.01,30.91,0
1.30,0.51,-9.46,2.10,0.07,-0.02,-0.02,30.93,0
1.40,0.56,-9.44,2.06,0.08,-0.04,-0.02,30.96,0
1.50,0.57,-9.44,2.08,0.09,-0.02,-0.02,30.95,0
1.60,0.49,-9.45,2.08,0.07,-0.07,-0.01,30.95,0
1.70,0.51,-9.50,2.00,0.07,-0.03,-0.02,30.97,0
1.80,0.46,-9.40,2.12,0.13,0.01,-0.03,30.99,0
1.90,0.63,-9.54,1.92,0.07,-0.01,-0.02,31.00,0
2.00,0.52,-9.45,2.04,0.16,0.05,-0.03,31.02,0
2.10,0.61,-9.43,2.22,0.10,-0.03,-0.01,31.02,0
2.20,0.55,-9.48,2.06,0.06,-0.06,-0.02,31.02,0
2.30,0.49,-9.47,2.05,0.10,-0.01,-0.03,31.03,0
2.40,0.55,-9.47,2.09,0.06,-0.02,-0.02,31.03,0
2.50,0.61,-9.52,1.96,0.10,-0.03,-0.03,31.04,0
2.60,0.53,-9.47,2.04,0.12,0.00,-0.01,31.06,0
2.70,0.53,-9.43,2.08,0.11,0.00,-0.02,31.05,0
2.80,0.56,-9.47,2.08,0.11,-0.01,-0.02,31.06,0
2.90,0.53,-9.43,2.19,0.12,0.01,-0.02,31.05,30
3.00,0.50,-9.44,2.14,0.06,-0.05,-0.01,31.07,72
3.10,0.55,-9.44,2.10,0.10,-0.04,-0.02,31.07,24
