0.00,-6.15,7.04,0.88,0.10,-0.02,-0.04,32.52,239
0.10,-6.16,7.02,0.78,0.10,-0.01,-0.04,32.52,300
0.20,-6.36,6.87,0.41,0.11,-0.03,-0.06,32.51,307
0.30,-6.15,7.01,0.80,0.10,-0.02,-0.04,32.52,301
0.40,-6.15,7.01,0.84,0.10,-0.02,-0.04,32.52,310
0.50,-6.19,7.00,0.84,0.10,-0.01,-0.04,32.53,302
0.60,-6.17,7.04,0.87,0.12,0.01,-0.03,32.53,304
0.70,-6.20,7.07,0.84,0.10,-0.01,-0.05,32.54,303
0.80,-6.22,6.98,0.77,0.10,-0.01,-0.04,32.54,298
0.90,-6.16,7.03,0.74,0.11,-0.02,-0.05,32.52,307
1.00,-6.24,6.97,0.81,0.09,-0.03,-0.06,32.53,303
1.10,-6.18,7.05,0.48,0.07,-0.08,-0.05,32.55,305
1.20,-6.13,6.97,0.95,0.08,-0.04,-0.04,32.55,300
1.30,-6.21,6.88,0.97,0.11,-0.01,-0.05,32.56,311
1.40,-6.21,6.85,1.07,0.07,-0.07,-0.04,32.57,301
1.50,-6.11,6.97,1.11,0.13,0.02,-0.03,32.55,304
1.60,-6.23,6.93,0.84,0.18,0.05,-0.06,32.54,307
1.70,-6.16,7.02,0.80,0.15,0.03,-0.02,32.57,300
1.80,-6.16,7.04,0.77,0.21,0.07,-0.01,32.57,312
1.90,-6.13,7.07,0.50,0.28,0.16,-0.01,32.57,298
2.00,-6.21,7.21,-0.07,0.33,0.07,-0.08,32.56,304
2.10,-6.17,7.48,-0.37,0.27,0.14,-0.09,32.54,299
2.20,-6.37,7.16,-0.56,0.17,0.03,-0.09,32.57,306
2.30,-5.75,7.77,-0.23,0.46,-0.48,-0.56,32.57,302
2.40,-5.87,7.13,-0.53,0.36,-0.27,0.13,32.57,301
2.50,-7.13,6.82,-2.08,0.52,-0.30,0.33,32.57,306
2.60,-5.94,6.96,-0.68,1.08,-0.47,0.24,32.57,297
2.70,-4.53,6.76,-1.09,0.88,-0.93,-0.12,32.58,311
2.80,-3.10,7.90,0.45,1.40,-1.64,-0.12,32.58,305
2.90,-4.28,6.12,-1.14,0.41,-1.08,0.68,32.57,301
3.00,-3.82,9.00,0.27,0.55,-0.42,0.58,32.54,303
3.10,-4.48,9.30,0.45,0.35,-0.47,0.53,32.57,301
3.20,-3.23,9.80,-0.50,0.03,0.04,0.00,32.57,303
3.30,-3.39,9.74,-0.18,-0.03,0.40,0.17,32.57,303
3.40,-4.17,8.95,-0.05,-0.09,0.41,0.38,32.58,297
3.50,-4.02,8.29,-0.39,-0.04,0.45,-0.60,32.58,316
3.60,-5.20,8.92,-1.11,0.12,-0.05,-0.77,32.59,300
3.70,-4.22,8.25,-1.13,0.06,0.28,-0.44,32.57,303
