0.00,-5.29,4.68,5.63,0.05,-0.02,-0.05,32.47,0
0.05,-5.32,4.57,5.66,0.07,-0.02,-0.03,32.51,0
0.10,-5.31,4.60,5.64,0.07,-0.01,-0.03,32.52,0
0.15,-5.32,4.58,5.66,0.11,-0.02,-0.01,32.52,0
0.20,-5.32,4.67,5.65,0.10,-0.02,-0.01,32.53,0
0.25,-5.30,4.64,5.63,0.09,-0.02,-0.02,32.54,0
0.30,-5.31,4.60,5.65,0.10,-0.01,-0.01,32.54,0
0.35,-5.31,4.60,5.61,0.09,-0.01,-0.02,32.55,0
0.40,-5.25,4.68,5.61,0.09,-0.01,-0.02,32.57,0
0.45,-5.29,4.65,5.65,0.07,-0.02,-0.03,32.59,0
0.50,-5.33,4.62,5.67,0.08,-0.02,-0.03,32.60,0
0.55,-5.32,4.56,5.65,0.09,-0.02,-0.02,32.60,0
0.60,-5.29,4.61,5.66,0.11,-0.02,-0.01,32.62,0
0.65,-5.31,4.64,5.64,0.11,-0.01,-0.01,32.60,0
0.70,-5.29,4.65,5.64,0.09,-0.02,-0.02,32.62,0
0.75,-5.32,4.64,5.63,0.08,-0.02,-0.03,32.62,0
0.80,-5.33,4.54,5.65,0.08,-0.02,-0.03,32.61,0
0.85,-5.31,4.61,5.66,0.11,-0.02,-0.01,32.62,0
0.90,-5.36,4.65,5.61,0.12,-0.02,-0.01,32.64,0
0.95,-5.30,4.67,5.62,0.10,-0.02,-0.02,32.62,0
1.00,-5.25,4.67,5.63,0.08,-0.02,-0.03,32.64,0
1.05,-5.29,4.66,5.64,0.09,-0.02,-0.02,32.63,0
1.10,-5.30,4.61,5.65,0.09,-0.02,-0.02,32.65,0
1.15,-5.27,4.64,5.62,0.10,-0.02,-0.02,32.64,0
1.20,-5.29,4.67,5.58,0.09,-0.02,-0.03,32.66,0
1.25,-5.31,4.63,5.62,0.09,-0.02,-0.03,32.66,0
1.30,-5.31,4.65,5.62,0.08,-0.02,-0.02,32.67,0
1.35,-5.30,4.62,5.64,0.06,-0.02,-0.03,32.68,0
1.40,-5.32,4.64,5.69,0.07,-0.01,-0.03,32.68,0
1.45,-5.30,4.68,5.62,0.06,-0.01,-0.03,32.69,0
1.50,-5.25,4.63,5.72,0.03,-0.01,-0.05,32.68,0
1.55,-5.37,4.48,5.74,0.07,-0.03,-0.04,32.70,0
1.60,-5.32,4.56,5.72,0.09,-0.01,-0.01,32.69,0
1.65,-5.32,4.57,5.68,0.09,-0.02,-0.02,32.70,0
1.70,-5.29,4.59,5.67,0.12,-0.02,-0.01,32.69,0
1.75,-5.33,4.58,5.67,0.11,-0.02,-0.02,32.71,0
1.80,-5.29,4.57,5.66,0.11,-0.01,-0.02,32.71,0
1.85,-5.33,4.59,5.64,0.11,-0.01,-0.00,32.70,0
1.90,-5.31,4.58,5.67,0.11,-0.00,0.01,32.72,0
1.95,-5.27,4.72,5.59,0.12,-0.01,-0.00,32.73,0
2.00,-5.32,4.67,5.58,0.10,-0.02,-0.02,32.70,0
2.05,-5.31,4.63,5.65,0.09,-0.03,-0.04,32.73,0
2.10,-5.32,4.61,5.62,0.07,-0.02,-0.04,32.72,0
2.15,-5.33,4.57,5.66,0.09,-0.01,-0.01,32.73,0
2.20,-5.31,4.62,5.64,0.10,-0.01,-0.00,32.74,0
2.25,-5.31,4.65,5.62,0.11,-0.01,-0.01,32.72,0
2.30,-5.30,4.78,5.55,0.09,-0.02,-0.02,32.76,0
2.35,-5.36,4.52,5.66,0.08,-0.02,-0.03,32.74,0
2.40,-5.31,4.61,5.67,0.08,-0.02,-0.03,32.76,0
2.45,-5.32,4.60,5.65,0.09,-0.01,-0.02,32.75,0
2.50,-5.30,4.63,5.65,0.11,-0.01,-0.01,32.77,0
2.55,-5.32,4.64,5.63,0.10,-0.02,-0.02,32.77,0
2.60,-5.29,4.67,5.62,0.10,-0.02,-0.02,32.75,0
2.65,-5.29,4.65,5.66,0.09,-0.02,-0.02,32.76,0
2.70,-5.32,4.64,5.63,0.09,-0.02,-0.02,32.75,0
2.75,-5.30,4.62,5.67,0.10,-0.01,-0.01,32.78,0
2.80,-5.30,4.66,5.60,0.10,-0.02,-0.02,32.78,0
2.85,-5.31,4.65,5.63,0.10,-0.02,-0.02,32.77,0
2.90,-5.30,4.68,5.59,0.09,-0.02,-0.02,32.76,0
2.95,-5.30,4.70,5.58,0.09,-0.02,-0.02,32.78,0
3.00,-5.31,4.65,5.62,0.10,-0.02,-0.02,32.78,0
3.05,-5.32,4.69,5.60,0.10,-0.02,-0.02,32.78,0
3.10,-5.30,4.66,5.63,0.09,-0.02,-0.02,32.78,0
3.15,-5.31,4.67,5.58,0.09,-0.02,-0.02,32.80,0
3.20,-5.31,4.66,5.62,0.09,-0.02,-0.02,32.77,0
3.25,-5.32,4.64,5.62,0.08,-0.02,-0.03,32.79,0
3.30,-5.30,4.67,5.61,0.09,-0.02,-0.02,32.79,0
3.35,-5.33,4.66,5.60,0.10,-0.02,-0.02,32.80,0
3.40,-5.32,4.65,5.63,0.10,-0.02,-0.02,32.80,0
3.45,-5.28,4.73,5.60,0.07,-0.02,-0.02,32.78,0
3.50,-5.31,4.64,5.66,0.04,-0.02,-0.04,32.79,0
3.55,-5.33,4.50,5.68,0.02,-0.02,-0.07,32.82,0
3.60,-5.35,4.49,5.67,0.07,-0.02,-0.04,32.80,0
3.65,-5.33,4.59,5.67,0.11,-0.02,-0.02,32.81,0
3.70,-5.35,4.61,5.67,0.09,-0.03,-0.03,32.82,0
3.75,-5.36,4.54,5.66,0.07,-0.01,-0.04,32.80,0
3.80,-5.35,4.51,5.66,0.07,-0.02,-0.04,32.82,0
3.85,-5.37,4.52,5.66,0.11,-0.02,-0.02,32.82,0
3.90,-5.38,4.49,5.69,0.08,-0.05,-0.02,32.82,0
3.95,-5.31,4.59,5.69,0.06,-0.02,0.01,32.82,0
4.00,-5.32,4.56,5.70,0.10,0.01,0.01,32.82,0
4.05,-5.54,4.36,5.69,0.17,0.02,0.03,32.83,0
4.10,-5.13,4.71,5.61,0.22,0.04,0.14,32.83,0
4.15,-5.55,5.03,5.61,0.04,0.01,0.04,32.82,0
4.20,-5.38,4.73,5.71,0.17,-0.04,0.09,32.80,0
4.25,-5.48,3.84,5.99,0.01,-0.27,-0.55,32.84,0
4.30,-5.76,4.88,6.12,0.21,-0.45,-0.63,32.83,0
4.35,-4.95,4.20,5.70,0.32,-0.53,-0.52,32.84,0
4.40,-3.74,4.67,4.70,0.50,0.27,-0.17,32.84,0
4.45,-6.40,3.72,5.67,0.23,-0.02,-0.10,32.84,0
4.50,-5.34,4.76,5.59,0.22,-0.19,0.06,32.84,0
4.55,-5.36,4.52,5.65,0.05,-0.06,-0.03,32.85,0
4.60,-5.28,4.55,5.72,0.04,-0.02,-0.05,32.84,0
4.65,-5.34,4.42,5.75,0.03,-0.03,-0.06,32.86,0
4.70,-5.32,4.42,5.78,-0.02,-0.04,-0.06,32.85,0
4.75,-5.33,4.10,5.88,0.06,-0.02,-0.04,32.84,0
4.80,-5.40,4.18,5.87,0.13,0.02,0.03,32.85,0
4.85,-5.29,4.61,5.70,0.18,0.02,0.04,32.86,0
